"""ID"";""CategoryDrivingLicence"";""AgeDrivingLicenseHolder"";""Region"";""Periods"";""PeopleWithADrivingLicence_1"""
"""21438"";""A028209"";""71300"";""PV21  "";""2014JJ00"";""     211"""
"""21439"";""A028209"";""71300"";""PV21  "";""2015JJ00"";""     230"""
"""21440"";""A028209"";""71300"";""PV21  "";""2016JJ00"";""     261"""
"""21441"";""A028209"";""71300"";""PV21  "";""2017JJ00"";""     288"""
"""21442"";""A028209"";""71300"";""PV21  "";""2018JJ00"";""     314"""
"""21443"";""A028209"";""71300"";""PV21  "";""2019JJ00"";""     336"""
"""21444"";""A028209"";""71300"";""PV21  "";""2020JJ00"";""     348"""
"""21445"";""A028209"";""71300"";""PV21  "";""2021JJ00"";""     394"""
"""21446"";""A028209"";""71300"";""PV21  "";""2022JJ00"";""     441"""
"""21447"";""A028209"";""71300"";""PV22  "";""2014JJ00"";""     200"""
"""21448"";""A028209"";""71300"";""PV22  "";""2015JJ00"";""     206"""
"""21449"";""A028209"";""71300"";""PV22  "";""2016JJ00"";""     222"""
"""21450"";""A028209"";""71300"";""PV22  "";""2017JJ00"";""     234"""
"""21451"";""A028209"";""71300"";""PV22  "";""2018JJ00"";""     251"""
"""21452"";""A028209"";""71300"";""PV22  "";""2019JJ00"";""     253"""
"""21453"";""A028209"";""71300"";""PV22  "";""2020JJ00"";""     265"""
"""21454"";""A028209"";""71300"";""PV22  "";""2021JJ00"";""     291"""
"""21455"";""A028209"";""71300"";""PV22  "";""2022JJ00"";""     351"""
"""21456"";""A028209"";""71300"";""PV23  "";""2014JJ00"";""     289"""
"""21457"";""A028209"";""71300"";""PV23  "";""2015JJ00"";""     294"""
"""21458"";""A028209"";""71300"";""PV23  "";""2016JJ00"";""     347"""
"""21459"";""A028209"";""71300"";""PV23  "";""2017JJ00"";""     363"""
"""21460"";""A028209"";""71300"";""PV23  "";""2018JJ00"";""     386"""
"""21461"";""A028209"";""71300"";""PV23  "";""2019JJ00"";""     448"""
"""21462"";""A028209"";""71300"";""PV23  "";""2020JJ00"";""     490"""
"""21463"";""A028209"";""71300"";""PV23  "";""2021JJ00"";""     540"""
"""21464"";""A028209"";""71300"";""PV23  "";""2022JJ00"";""     656"""
"""21465"";""A028209"";""71300"";""PV24  "";""2014JJ00"";""     145"""
"""21466"";""A028209"";""71300"";""PV24  "";""2015JJ00"";""     155"""
"""21467"";""A028209"";""71300"";""PV24  "";""2016JJ00"";""     181"""
"""21468"";""A028209"";""71300"";""PV24  "";""2017JJ00"";""     198"""
"""21469"";""A028209"";""71300"";""PV24  "";""2018JJ00"";""     211"""
"""21470"";""A028209"";""71300"";""PV24  "";""2019JJ00"";""     228"""
"""21471"";""A028209"";""71300"";""PV24  "";""2020JJ00"";""     236"""
"""21472"";""A028209"";""71300"";""PV24  "";""2021JJ00"";""     260"""
"""21473"";""A028209"";""71300"";""PV24  "";""2022JJ00"";""     297"""
"""21474"";""A028209"";""71300"";""PV25  "";""2014JJ00"";""     719"""
"""21475"";""A028209"";""71300"";""PV25  "";""2015JJ00"";""     781"""
"""21476"";""A028209"";""71300"";""PV25  "";""2016JJ00"";""     869"""
"""21477"";""A028209"";""71300"";""PV25  "";""2017JJ00"";""     936"""
"""21478"";""A028209"";""71300"";""PV25  "";""2018JJ00"";""     975"""
"""21479"";""A028209"";""71300"";""PV25  "";""2019JJ00"";""    1035"""
"""21480"";""A028209"";""71300"";""PV25  "";""2020JJ00"";""    1078"""
"""21481"";""A028209"";""71300"";""PV25  "";""2021JJ00"";""    1154"""
"""21482"";""A028209"";""71300"";""PV25  "";""2022JJ00"";""    1328"""
"""21483"";""A028209"";""71300"";""PV26  "";""2014JJ00"";""     358"""
"""21484"";""A028209"";""71300"";""PV26  "";""2015JJ00"";""     387"""
"""21485"";""A028209"";""71300"";""PV26  "";""2016JJ00"";""     431"""
"""21486"";""A028209"";""71300"";""PV26  "";""2017JJ00"";""     433"""
"""21487"";""A028209"";""71300"";""PV26  "";""2018JJ00"";""     474"""
"""21488"";""A028209"";""71300"";""PV26  "";""2019JJ00"";""     502"""
"""21489"";""A028209"";""71300"";""PV26  "";""2020JJ00"";""     555"""
"""21490"";""A028209"";""71300"";""PV26  "";""2021JJ00"";""     621"""
"""21491"";""A028209"";""71300"";""PV26  "";""2022JJ00"";""     720"""
"""21492"";""A028209"";""71300"";""PV27  "";""2014JJ00"";""     969"""
"""21493"";""A028209"";""71300"";""PV27  "";""2015JJ00"";""    1011"""
"""21494"";""A028209"";""71300"";""PV27  "";""2016JJ00"";""    1100"""
"""21495"";""A028209"";""71300"";""PV27  "";""2017JJ00"";""    1216"""
"""21496"";""A028209"";""71300"";""PV27  "";""2018JJ00"";""    1291"""
"""21497"";""A028209"";""71300"";""PV27  "";""2019JJ00"";""    1381"""
"""21498"";""A028209"";""71300"";""PV27  "";""2020JJ00"";""    1474"""
"""21499"";""A028209"";""71300"";""PV27  "";""2021JJ00"";""    1605"""
"""21500"";""A028209"";""71300"";""PV27  "";""2022JJ00"";""    1751"""
"""21501"";""A028209"";""71300"";""PV28  "";""2014JJ00"";""    1096"""
"""21502"";""A028209"";""71300"";""PV28  "";""2015JJ00"";""    1157"""
"""21503"";""A028209"";""71300"";""PV28  "";""2016JJ00"";""    1275"""
"""21504"";""A028209"";""71300"";""PV28  "";""2017JJ00"";""    1380"""
"""21505"";""A028209"";""71300"";""PV28  "";""2018JJ00"";""    1494"""
"""21506"";""A028209"";""71300"";""PV28  "";""2019JJ00"";""    1590"""
"""21507"";""A028209"";""71300"";""PV28  "";""2020JJ00"";""    1710"""
"""21508"";""A028209"";""71300"";""PV28  "";""2021JJ00"";""    1832"""
"""21509"";""A028209"";""71300"";""PV28  "";""2022JJ00"";""    2030"""
"""21510"";""A028209"";""71300"";""PV29  "";""2014JJ00"";""     146"""
"""21511"";""A028209"";""71300"";""PV29  "";""2015JJ00"";""     161"""
"""21512"";""A028209"";""71300"";""PV29  "";""2016JJ00"";""     163"""
"""21513"";""A028209"";""71300"";""PV29  "";""2017JJ00"";""     192"""
"""21514"";""A028209"";""71300"";""PV29  "";""2018JJ00"";""     198"""
"""21515"";""A028209"";""71300"";""PV29  "";""2019JJ00"";""     219"""
"""21516"";""A028209"";""71300"";""PV29  "";""2020JJ00"";""     232"""
"""21517"";""A028209"";""71300"";""PV29  "";""2021JJ00"";""     286"""
"""21518"";""A028209"";""71300"";""PV29  "";""2022JJ00"";""     299"""
"""21519"";""A028209"";""71300"";""PV30  "";""2014JJ00"";""     907"""
"""21520"";""A028209"";""71300"";""PV30  "";""2015JJ00"";""     993"""
"""21521"";""A028209"";""71300"";""PV30  "";""2016JJ00"";""    1062"""
"""21522"";""A028209"";""71300"";""PV30  "";""2017JJ00"";""    1166"""
"""21523"";""A028209"";""71300"";""PV30  "";""2018JJ00"";""    1236"""
"""21524"";""A028209"";""71300"";""PV30  "";""2019JJ00"";""    1303"""
"""21525"";""A028209"";""71300"";""PV30  "";""2020JJ00"";""    1374"""
"""21526"";""A028209"";""71300"";""PV30  "";""2021JJ00"";""    1541"""
"""21527"";""A028209"";""71300"";""PV30  "";""2022JJ00"";""    1737"""
"""21528"";""A028209"";""71300"";""PV31  "";""2014JJ00"";""     355"""
"""21529"";""A028209"";""71300"";""PV31  "";""2015JJ00"";""     381"""
"""21530"";""A028209"";""71300"";""PV31  "";""2016JJ00"";""     418"""
"""21531"";""A028209"";""71300"";""PV31  "";""2017JJ00"";""     454"""
"""21532"";""A028209"";""71300"";""PV31  "";""2018JJ00"";""     439"""
"""21533"";""A028209"";""71300"";""PV31  "";""2019JJ00"";""     492"""
"""21534"";""A028209"";""71300"";""PV31  "";""2020JJ00"";""     534"""
"""21535"";""A028209"";""71300"";""PV31  "";""2021JJ00"";""     588"""
"""21536"";""A028209"";""71300"";""PV31  "";""2022JJ00"";""     673"""
"""21537"";""A028209"";""71300"";""PV99  "";""2014JJ00"";""       8"""
"""21538"";""A028209"";""71300"";""PV99  "";""2015JJ00"";""      13"""
"""21539"";""A028209"";""71300"";""PV99  "";""2016JJ00"";""      12"""
"""21540"";""A028209"";""71300"";""PV99  "";""2017JJ00"";""      16"""
"""21541"";""A028209"";""71300"";""PV99  "";""2018JJ00"";""      13"""
"""21542"";""A028209"";""71300"";""PV99  "";""2019JJ00"";""      13"""
"""21543"";""A028209"";""71300"";""PV99  "";""2020JJ00"";""      17"""
"""21544"";""A028209"";""71300"";""PV99  "";""2021JJ00"";""      24"""
"""21545"";""A028209"";""71300"";""PV99  "";""2022JJ00"";""      37"""
"""21546"";""A028209"";""71400"";""NL01  "";""2014JJ00"";""    2891"""
"""21547"";""A028209"";""71400"";""NL01  "";""2015JJ00"";""    3241"""
"""21548"";""A028209"";""71400"";""NL01  "";""2016JJ00"";""    3760"""
"""21549"";""A028209"";""71400"";""NL01  "";""2017JJ00"";""    3995"""
"""21550"";""A028209"";""71400"";""NL01  "";""2018JJ00"";""    4242"""
"""21551"";""A028209"";""71400"";""NL01  "";""2019JJ00"";""    4434"""
"""21552"";""A028209"";""71400"";""NL01  "";""2020JJ00"";""    4564"""
"""21553"";""A028209"";""71400"";""NL01  "";""2021JJ00"";""    4760"""
"""21554"";""A028209"";""71400"";""NL01  "";""2022JJ00"";""    5343"""
"""21555"";""A028209"";""71400"";""LD01  "";""2014JJ00"";""     327"""
"""21556"";""A028209"";""71400"";""LD01  "";""2015JJ00"";""     348"""
"""21557"";""A028209"";""71400"";""LD01  "";""2016JJ00"";""     392"""
"""21558"";""A028209"";""71400"";""LD01  "";""2017JJ00"";""     415"""
"""21559"";""A028209"";""71400"";""LD01  "";""2018JJ00"";""     454"""
"""21560"";""A028209"";""71400"";""LD01  "";""2019JJ00"";""     506"""
"""21561"";""A028209"";""71400"";""LD01  "";""2020JJ00"";""     525"""
"""21562"";""A028209"";""71400"";""LD01  "";""2021JJ00"";""     555"""
"""21563"";""A028209"";""71400"";""LD01  "";""2022JJ00"";""     614"""
"""21564"";""A028209"";""71400"";""LD02  "";""2014JJ00"";""     613"""
"""21565"";""A028209"";""71400"";""LD02  "";""2015JJ00"";""     698"""
"""21566"";""A028209"";""71400"";""LD02  "";""2016JJ00"";""     786"""
"""21567"";""A028209"";""71400"";""LD02  "";""2017JJ00"";""     864"""
"""21568"";""A028209"";""71400"";""LD02  "";""2018JJ00"";""     897"""
"""21569"";""A028209"";""71400"";""LD02  "";""2019JJ00"";""     943"""
"""21570"";""A028209"";""71400"";""LD02  "";""2020JJ00"";""    1001"""
"""21571"";""A028209"";""71400"";""LD02  "";""2021JJ00"";""    1066"""
"""21572"";""A028209"";""71400"";""LD02  "";""2022JJ00"";""    1193"""
"""21573"";""A028209"";""71400"";""LD03  "";""2014JJ00"";""    1309"""
"""21574"";""A028209"";""71400"";""LD03  "";""2015JJ00"";""    1475"""
"""21575"";""A028209"";""71400"";""LD03  "";""2016JJ00"";""    1742"""
"""21576"";""A028209"";""71400"";""LD03  "";""2017JJ00"";""    1817"""
"""21577"";""A028209"";""71400"";""LD03  "";""2018JJ00"";""    1911"""
"""21578"";""A028209"";""71400"";""LD03  "";""2019JJ00"";""    1950"""
"""21579"";""A028209"";""71400"";""LD03  "";""2020JJ00"";""    1953"""
"""21580"";""A028209"";""71400"";""LD03  "";""2021JJ00"";""    2027"""
"""21581"";""A028209"";""71400"";""LD03  "";""2022JJ00"";""    2295"""
"""21582"";""A028209"";""71400"";""LD04  "";""2014JJ00"";""     640"""
"""21583"";""A028209"";""71400"";""LD04  "";""2015JJ00"";""     718"""
"""21584"";""A028209"";""71400"";""LD04  "";""2016JJ00"";""     837"""
"""21585"";""A028209"";""71400"";""LD04  "";""2017JJ00"";""     895"""
"""21586"";""A028209"";""71400"";""LD04  "";""2018JJ00"";""     974"""
"""21587"";""A028209"";""71400"";""LD04  "";""2019JJ00"";""    1029"""
"""21588"";""A028209"";""71400"";""LD04  "";""2020JJ00"";""    1079"""
"""21589"";""A028209"";""71400"";""LD04  "";""2021JJ00"";""    1103"""
"""21590"";""A028209"";""71400"";""LD04  "";""2022JJ00"";""    1231"""
"""21591"";""A028209"";""71400"";""LD99  "";""2014JJ00"";""       2"""
"""21592"";""A028209"";""71400"";""LD99  "";""2015JJ00"";""       2"""
"""21593"";""A028209"";""71400"";""LD99  "";""2016JJ00"";""       3"""
"""21594"";""A028209"";""71400"";""LD99  "";""2017JJ00"";""       4"""
"""21595"";""A028209"";""71400"";""LD99  "";""2018JJ00"";""       6"""
"""21596"";""A028209"";""71400"";""LD99  "";""2019JJ00"";""       6"""
"""21597"";""A028209"";""71400"";""LD99  "";""2020JJ00"";""       6"""
"""21598"";""A028209"";""71400"";""LD99  "";""2021JJ00"";""       9"""
"""21599"";""A028209"";""71400"";""LD99  "";""2022JJ00"";""      10"""
"""21600"";""A028209"";""71400"";""PV20  "";""2014JJ00"";""      94"""
"""21601"";""A028209"";""71400"";""PV20  "";""2015JJ00"";""     102"""
"""21602"";""A028209"";""71400"";""PV20  "";""2016JJ00"";""     122"""
"""21603"";""A028209"";""71400"";""PV20  "";""2017JJ00"";""     126"""
"""21604"";""A028209"";""71400"";""PV20  "";""2018JJ00"";""     141"""
"""21605"";""A028209"";""71400"";""PV20  "";""2019JJ00"";""     143"""
"""21606"";""A028209"";""71400"";""PV20  "";""2020JJ00"";""     145"""
"""21607"";""A028209"";""71400"";""PV20  "";""2021JJ00"";""     141"""
"""21608"";""A028209"";""71400"";""PV20  "";""2022JJ00"";""     152"""
"""21609"";""A028209"";""71400"";""PV21  "";""2014JJ00"";""     128"""
"""21610"";""A028209"";""71400"";""PV21  "";""2015JJ00"";""     131"""
"""21611"";""A028209"";""71400"";""PV21  "";""2016JJ00"";""     140"""
"""21612"";""A028209"";""71400"";""PV21  "";""2017JJ00"";""     150"""
"""21613"";""A028209"";""71400"";""PV21  "";""2018JJ00"";""     153"""
"""21614"";""A028209"";""71400"";""PV21  "";""2019JJ00"";""     186"""
"""21615"";""A028209"";""71400"";""PV21  "";""2020JJ00"";""     197"""
"""21616"";""A028209"";""71400"";""PV21  "";""2021JJ00"";""     219"""
"""21617"";""A028209"";""71400"";""PV21  "";""2022JJ00"";""     250"""
"""21618"";""A028209"";""71400"";""PV22  "";""2014JJ00"";""     105"""
"""21619"";""A028209"";""71400"";""PV22  "";""2015JJ00"";""     115"""
"""21620"";""A028209"";""71400"";""PV22  "";""2016JJ00"";""     130"""
"""21621"";""A028209"";""71400"";""PV22  "";""2017JJ00"";""     139"""
"""21622"";""A028209"";""71400"";""PV22  "";""2018JJ00"";""     160"""
"""21623"";""A028209"";""71400"";""PV22  "";""2019JJ00"";""     177"""
"""21624"";""A028209"";""71400"";""PV22  "";""2020JJ00"";""     183"""
"""21625"";""A028209"";""71400"";""PV22  "";""2021JJ00"";""     195"""
"""21626"";""A028209"";""71400"";""PV22  "";""2022JJ00"";""     212"""
"""21627"";""A028209"";""71400"";""PV23  "";""2014JJ00"";""     163"""
"""21628"";""A028209"";""71400"";""PV23  "";""2015JJ00"";""     188"""
"""21629"";""A028209"";""71400"";""PV23  "";""2016JJ00"";""     205"""
"""21630"";""A028209"";""71400"";""PV23  "";""2017JJ00"";""     224"""
"""21631"";""A028209"";""71400"";""PV23  "";""2018JJ00"";""     215"""
"""21632"";""A028209"";""71400"";""PV23  "";""2019JJ00"";""     247"""
"""21633"";""A028209"";""71400"";""PV23  "";""2020JJ00"";""     245"""
"""21634"";""A028209"";""71400"";""PV23  "";""2021JJ00"";""     286"""
"""21635"";""A028209"";""71400"";""PV23  "";""2022JJ00"";""     320"""
"""21636"";""A028209"";""71400"";""PV24  "";""2014JJ00"";""      72"""
"""21637"";""A028209"";""71400"";""PV24  "";""2015JJ00"";""      84"""
"""21638"";""A028209"";""71400"";""PV24  "";""2016JJ00"";""      99"""
"""21639"";""A028209"";""71400"";""PV24  "";""2017JJ00"";""     108"""
"""21640"";""A028209"";""71400"";""PV24  "";""2018JJ00"";""     119"""
"""21641"";""A028209"";""71400"";""PV24  "";""2019JJ00"";""     119"""
"""21642"";""A028209"";""71400"";""PV24  "";""2020JJ00"";""     128"""
"""21643"";""A028209"";""71400"";""PV24  "";""2021JJ00"";""     137"""
"""21644"";""A028209"";""71400"";""PV24  "";""2022JJ00"";""     159"""
"""21645"";""A028209"";""71400"";""PV25  "";""2014JJ00"";""     378"""
"""21646"";""A028209"";""71400"";""PV25  "";""2015JJ00"";""     426"""
"""21647"";""A028209"";""71400"";""PV25  "";""2016JJ00"";""     482"""
"""21648"";""A028209"";""71400"";""PV25  "";""2017JJ00"";""     532"""
"""21649"";""A028209"";""71400"";""PV25  "";""2018JJ00"";""     563"""
"""21650"";""A028209"";""71400"";""PV25  "";""2019JJ00"";""     577"""
"""21651"";""A028209"";""71400"";""PV25  "";""2020JJ00"";""     628"""
"""21652"";""A028209"";""71400"";""PV25  "";""2021JJ00"";""     643"""
"""21653"";""A028209"";""71400"";""PV25  "";""2022JJ00"";""     714"""
"""21654"";""A028209"";""71400"";""PV26  "";""2014JJ00"";""     183"""
"""21655"";""A028209"";""71400"";""PV26  "";""2015JJ00"";""     193"""
"""21656"";""A028209"";""71400"";""PV26  "";""2016JJ00"";""     221"""
"""21657"";""A028209"";""71400"";""PV26  "";""2017JJ00"";""     253"""
"""21658"";""A028209"";""71400"";""PV26  "";""2018JJ00"";""     255"""
"""21659"";""A028209"";""71400"";""PV26  "";""2019JJ00"";""     263"""
"""21660"";""A028209"";""71400"";""PV26  "";""2020JJ00"";""     288"""
"""21661"";""A028209"";""71400"";""PV26  "";""2021JJ00"";""     298"""
"""21662"";""A028209"";""71400"";""PV26  "";""2022JJ00"";""     318"""
"""21663"";""A028209"";""71400"";""PV27  "";""2014JJ00"";""     530"""
"""21664"";""A028209"";""71400"";""PV27  "";""2015JJ00"";""     590"""
"""21665"";""A028209"";""71400"";""PV27  "";""2016JJ00"";""     680"""
"""21666"";""A028209"";""71400"";""PV27  "";""2017JJ00"";""     713"""
"""21667"";""A028209"";""71400"";""PV27  "";""2018JJ00"";""     741"""
"""21668"";""A028209"";""71400"";""PV27  "";""2019JJ00"";""     755"""
"""21669"";""A028209"";""71400"";""PV27  "";""2020JJ00"";""     756"""
"""21670"";""A028209"";""71400"";""PV27  "";""2021JJ00"";""     771"""
"""21671"";""A028209"";""71400"";""PV27  "";""2022JJ00"";""     897"""
"""21672"";""A028209"";""71400"";""PV28  "";""2014JJ00"";""     512"""
"""21673"";""A028209"";""71400"";""PV28  "";""2015JJ00"";""     595"""
"""21674"";""A028209"";""71400"";""PV28  "";""2016JJ00"";""     722"""
"""21675"";""A028209"";""71400"";""PV28  "";""2017JJ00"";""     736"""
"""21676"";""A028209"";""71400"";""PV28  "";""2018JJ00"";""     789"""
"""21677"";""A028209"";""71400"";""PV28  "";""2019JJ00"";""     813"""
"""21678"";""A028209"";""71400"";""PV28  "";""2020JJ00"";""     783"""
"""21679"";""A028209"";""71400"";""PV28  "";""2021JJ00"";""     838"""
"""21680"";""A028209"";""71400"";""PV28  "";""2022JJ00"";""     927"""
"""21681"";""A028209"";""71400"";""PV29  "";""2014JJ00"";""      84"""
"""21682"";""A028209"";""71400"";""PV29  "";""2015JJ00"";""      97"""
"""21683"";""A028209"";""71400"";""PV29  "";""2016JJ00"";""     119"""
"""21684"";""A028209"";""71400"";""PV29  "";""2017JJ00"";""     115"""
"""21685"";""A028209"";""71400"";""PV29  "";""2018JJ00"";""     126"""
"""21686"";""A028209"";""71400"";""PV29  "";""2019JJ00"";""     119"""
"""21687"";""A028209"";""71400"";""PV29  "";""2020JJ00"";""     126"""
"""21688"";""A028209"";""71400"";""PV29  "";""2021JJ00"";""     120"""
"""21689"";""A028209"";""71400"";""PV29  "";""2022JJ00"";""     153"""
"""21690"";""A028209"";""71400"";""PV30  "";""2014JJ00"";""     470"""
"""21691"";""A028209"";""71400"";""PV30  "";""2015JJ00"";""     524"""
"""21692"";""A028209"";""71400"";""PV30  "";""2016JJ00"";""     611"""
"""21693"";""A028209"";""71400"";""PV30  "";""2017JJ00"";""     646"""
"""21694"";""A028209"";""71400"";""PV30  "";""2018JJ00"";""     694"""
"""21695"";""A028209"";""71400"";""PV30  "";""2019JJ00"";""     747"""
"""21696"";""A028209"";""71400"";""PV30  "";""2020JJ00"";""     791"""
"""21697"";""A028209"";""71400"";""PV30  "";""2021JJ00"";""     821"""
"""21698"";""A028209"";""71400"";""PV30  "";""2022JJ00"";""     905"""
"""21699"";""A028209"";""71400"";""PV31  "";""2014JJ00"";""     170"""
"""21700"";""A028209"";""71400"";""PV31  "";""2015JJ00"";""     194"""
"""21701"";""A028209"";""71400"";""PV31  "";""2016JJ00"";""     226"""
"""21702"";""A028209"";""71400"";""PV31  "";""2017JJ00"";""     249"""
"""21703"";""A028209"";""71400"";""PV31  "";""2018JJ00"";""     280"""
"""21704"";""A028209"";""71400"";""PV31  "";""2019JJ00"";""     282"""
"""21705"";""A028209"";""71400"";""PV31  "";""2020JJ00"";""     288"""
"""21706"";""A028209"";""71400"";""PV31  "";""2021JJ00"";""     282"""
"""21707"";""A028209"";""71400"";""PV31  "";""2022JJ00"";""     326"""
"""21708"";""A028209"";""71400"";""PV99  "";""2014JJ00"";""       2"""
"""21709"";""A028209"";""71400"";""PV99  "";""2015JJ00"";""       2"""
"""21710"";""A028209"";""71400"";""PV99  "";""2016JJ00"";""       3"""
"""21711"";""A028209"";""71400"";""PV99  "";""2017JJ00"";""       4"""
"""21712"";""A028209"";""71400"";""PV99  "";""2018JJ00"";""       6"""
"""21713"";""A028209"";""71400"";""PV99  "";""2019JJ00"";""       6"""
"""21714"";""A028209"";""71400"";""PV99  "";""2020JJ00"";""       6"""
"""21715"";""A028209"";""71400"";""PV99  "";""2021JJ00"";""       9"""
"""21716"";""A028209"";""71400"";""PV99  "";""2022JJ00"";""      10"""
"""21717"";""A028209"";""71500"";""NL01  "";""2014JJ00"";""    1310"""
"""21718"";""A028209"";""71500"";""NL01  "";""2015JJ00"";""    1160"""
"""21719"";""A028209"";""71500"";""NL01  "";""2016JJ00"";""    1122"""
"""21720"";""A028209"";""71500"";""NL01  "";""2017JJ00"";""    1181"""
"""21721"";""A028209"";""71500"";""NL01  "";""2018JJ00"";""    1277"""
"""21722"";""A028209"";""71500"";""NL01  "";""2019JJ00"";""    1444"""
"""21723"";""A028209"";""71500"";""NL01  "";""2020JJ00"";""    1735"""
"""21724"";""A028209"";""71500"";""NL01  "";""2021JJ00"";""    2128"""
"""21725"";""A028209"";""71500"";""NL01  "";""2022JJ00"";""    2483"""
"""21726"";""A028209"";""71500"";""LD01  "";""2014JJ00"";""     144"""
"""21727"";""A028209"";""71500"";""LD01  "";""2015JJ00"";""     125"""
"""21728"";""A028209"";""71500"";""LD01  "";""2016JJ00"";""     119"""
"""21729"";""A028209"";""71500"";""LD01  "";""2017JJ00"";""     140"""
"""21730"";""A028209"";""71500"";""LD01  "";""2018JJ00"";""     145"""
"""21731"";""A028209"";""71500"";""LD01  "";""2019JJ00"";""     169"""
"""21732"";""A028209"";""71500"";""LD01  "";""2020JJ00"";""     209"""
"""21733"";""A028209"";""71500"";""LD01  "";""2021JJ00"";""     248"""
"""21734"";""A028209"";""71500"";""LD01  "";""2022JJ00"";""     291"""
"""21735"";""A028209"";""71500"";""LD02  "";""2014JJ00"";""     289"""
"""21736"";""A028209"";""71500"";""LD02  "";""2015JJ00"";""     273"""
"""21737"";""A028209"";""71500"";""LD02  "";""2016JJ00"";""     263"""
"""21738"";""A028209"";""71500"";""LD02  "";""2017JJ00"";""     268"""
"""21739"";""A028209"";""71500"";""LD02  "";""2018JJ00"";""     283"""
"""21740"";""A028209"";""71500"";""LD02  "";""2019JJ00"";""     314"""
"""21741"";""A028209"";""71500"";""LD02  "";""2020JJ00"";""     360"""
"""21742"";""A028209"";""71500"";""LD02  "";""2021JJ00"";""     448"""
"""21743"";""A028209"";""71500"";""LD02  "";""2022JJ00"";""     570"""
"""21744"";""A028209"";""71500"";""LD03  "";""2014JJ00"";""     563"""
"""21745"";""A028209"";""71500"";""LD03  "";""2015JJ00"";""     489"""
"""21746"";""A028209"";""71500"";""LD03  "";""2016JJ00"";""     465"""
"""21747"";""A028209"";""71500"";""LD03  "";""2017JJ00"";""     476"""
"""21748"";""A028209"";""71500"";""LD03  "";""2018JJ00"";""     513"""
"""21749"";""A028209"";""71500"";""LD03  "";""2019JJ00"";""     591"""
"""21750"";""A028209"";""71500"";""LD03  "";""2020JJ00"";""     726"""
"""21751"";""A028209"";""71500"";""LD03  "";""2021JJ00"";""     897"""
"""21752"";""A028209"";""71500"";""LD03  "";""2022JJ00"";""    1013"""
"""21753"";""A028209"";""71500"";""LD04  "";""2014JJ00"";""     314"""
"""21754"";""A028209"";""71500"";""LD04  "";""2015JJ00"";""     273"""
"""21755"";""A028209"";""71500"";""LD04  "";""2016JJ00"";""     275"""
"""21756"";""A028209"";""71500"";""LD04  "";""2017JJ00"";""     296"""
"""21757"";""A028209"";""71500"";""LD04  "";""2018JJ00"";""     336"""
"""21758"";""A028209"";""71500"";""LD04  "";""2019JJ00"";""     369"""
"""21759"";""A028209"";""71500"";""LD04  "";""2020JJ00"";""     439"""
"""21760"";""A028209"";""71500"";""LD04  "";""2021JJ00"";""     533"""
"""21761"";""A028209"";""71500"";""LD04  "";""2022JJ00"";""     608"""
"""21762"";""A028209"";""71500"";""LD99  "";""2014JJ00"";""       0"""
"""21763"";""A028209"";""71500"";""LD99  "";""2015JJ00"";""       0"""
"""21764"";""A028209"";""71500"";""LD99  "";""2016JJ00"";""       0"""
"""21765"";""A028209"";""71500"";""LD99  "";""2017JJ00"";""       1"""
"""21766"";""A028209"";""71500"";""LD99  "";""2018JJ00"";""       0"""
"""21767"";""A028209"";""71500"";""LD99  "";""2019JJ00"";""       1"""
"""21768"";""A028209"";""71500"";""LD99  "";""2020JJ00"";""       1"""
"""21769"";""A028209"";""71500"";""LD99  "";""2021JJ00"";""       2"""
"""21770"";""A028209"";""71500"";""LD99  "";""2022JJ00"";""       1"""
"""21771"";""A028209"";""71500"";""PV20  "";""2014JJ00"";""      47"""
"""21772"";""A028209"";""71500"";""PV20  "";""2015JJ00"";""      36"""
"""21773"";""A028209"";""71500"";""PV20  "";""2016JJ00"";""      32"""
"""21774"";""A028209"";""71500"";""PV20  "";""2017JJ00"";""      41"""
"""21775"";""A028209"";""71500"";""PV20  "";""2018JJ00"";""      37"""
"""21776"";""A028209"";""71500"";""PV20  "";""2019JJ00"";""      45"""
"""21777"";""A028209"";""71500"";""PV20  "";""2020JJ00"";""      56"""
"""21778"";""A028209"";""71500"";""PV20  "";""2021JJ00"";""      61"""
"""21779"";""A028209"";""71500"";""PV20  "";""2022JJ00"";""      80"""
"""21780"";""A028209"";""71500"";""PV21  "";""2014JJ00"";""      58"""
"""21781"";""A028209"";""71500"";""PV21  "";""2015JJ00"";""      52"""
"""21782"";""A028209"";""71500"";""PV21  "";""2016JJ00"";""      49"""
"""21783"";""A028209"";""71500"";""PV21  "";""2017JJ00"";""      51"""
"""21784"";""A028209"";""71500"";""PV21  "";""2018JJ00"";""      61"""
"""21785"";""A028209"";""71500"";""PV21  "";""2019JJ00"";""      73"""
"""21786"";""A028209"";""71500"";""PV21  "";""2020JJ00"";""      85"""
"""21787"";""A028209"";""71500"";""PV21  "";""2021JJ00"";""      89"""
"""21788"";""A028209"";""71500"";""PV21  "";""2022JJ00"";""     109"""
"""21789"";""A028209"";""71500"";""PV22  "";""2014JJ00"";""      39"""
"""21790"";""A028209"";""71500"";""PV22  "";""2015JJ00"";""      37"""
"""21791"";""A028209"";""71500"";""PV22  "";""2016JJ00"";""      38"""
"""21792"";""A028209"";""71500"";""PV22  "";""2017JJ00"";""      48"""
