"""ID"";""Population"";""Sex"";""PersonalCharacteristics"";""Margins"";""Periods"";""TrafficParticipation_1"";""UseOfPublicTransport_2"""
"""1717"";""A048709"";""T001038"";""53105  "";""MW00000"";""2019JJ00"";""    84.6"";""    24.0"""
"""1718"";""A048709"";""T001038"";""53105  "";""MW00000"";""2020JJ00"";""    74.6"";""    11.9"""
"""1719"";""A048709"";""T001038"";""53105  "";""MW00000"";""2021JJ00"";""    78.3"";""    14.5"""
"""1720"";""A048709"";""T001038"";""53105  "";""MOG0095"";""2018JJ00"";""    85.4"";""    22.5"""
"""1721"";""A048709"";""T001038"";""53105  "";""MOG0095"";""2019JJ00"";""    83.1"";""    22.6"""
"""1722"";""A048709"";""T001038"";""53105  "";""MOG0095"";""2020JJ00"";""    73.2"";""    11.0"""
"""1723"";""A048709"";""T001038"";""53105  "";""MOG0095"";""2021JJ00"";""    77.0"";""    13.6"""
"""1724"";""A048709"";""T001038"";""53105  "";""MBG0095"";""2018JJ00"";""    88.0"";""    25.2"""
"""1725"";""A048709"";""T001038"";""53105  "";""MBG0095"";""2019JJ00"";""    86.0"";""    25.4"""
"""1726"";""A048709"";""T001038"";""53105  "";""MBG0095"";""2020JJ00"";""    75.9"";""    12.8"""
"""1727"";""A048709"";""T001038"";""53105  "";""MBG0095"";""2021JJ00"";""    79.4"";""    15.5"""
"""1728"";""A048709"";""T001038"";""53500  "";""MW00000"";""2018JJ00"";""    88.6"";""    13.4"""
"""1729"";""A048709"";""T001038"";""53500  "";""MW00000"";""2019JJ00"";""    86.6"";""    13.4"""
"""1730"";""A048709"";""T001038"";""53500  "";""MW00000"";""2020JJ00"";""    77.2"";""     6.0"""
"""1731"";""A048709"";""T001038"";""53500  "";""MW00000"";""2021JJ00"";""    80.3"";""     6.5"""
"""1732"";""A048709"";""T001038"";""53500  "";""MOG0095"";""2018JJ00"";""    87.6"";""    12.5"""
"""1733"";""A048709"";""T001038"";""53500  "";""MOG0095"";""2019JJ00"";""    85.5"";""    12.5"""
"""1734"";""A048709"";""T001038"";""53500  "";""MOG0095"";""2020JJ00"";""    76.2"";""     5.4"""
"""1735"";""A048709"";""T001038"";""53500  "";""MOG0095"";""2021JJ00"";""    79.4"";""     6.0"""
"""1736"";""A048709"";""T001038"";""53500  "";""MBG0095"";""2018JJ00"";""    89.6"";""    14.3"""
"""1737"";""A048709"";""T001038"";""53500  "";""MBG0095"";""2019JJ00"";""    87.7"";""    14.3"""
"""1738"";""A048709"";""T001038"";""53500  "";""MBG0095"";""2020JJ00"";""    78.2"";""     6.5"""
"""1739"";""A048709"";""T001038"";""53500  "";""MBG0095"";""2021JJ00"";""    81.3"";""     7.0"""
"""1740"";""A048709"";""T001038"";""53705  "";""MW00000"";""2018JJ00"";""    86.7"";""     7.1"""
"""1741"";""A048709"";""T001038"";""53705  "";""MW00000"";""2019JJ00"";""    86.7"";""     7.5"""
"""1742"";""A048709"";""T001038"";""53705  "";""MW00000"";""2020JJ00"";""    78.7"";""     3.2"""
"""1743"";""A048709"";""T001038"";""53705  "";""MW00000"";""2021JJ00"";""    81.2"";""     3.2"""
"""1744"";""A048709"";""T001038"";""53705  "";""MOG0095"";""2018JJ00"";""    85.8"";""     6.6"""
"""1745"";""A048709"";""T001038"";""53705  "";""MOG0095"";""2019JJ00"";""    85.8"";""     6.9"""
"""1746"";""A048709"";""T001038"";""53705  "";""MOG0095"";""2020JJ00"";""    77.9"";""     2.9"""
"""1747"";""A048709"";""T001038"";""53705  "";""MOG0095"";""2021JJ00"";""    80.4"";""     2.9"""
"""1748"";""A048709"";""T001038"";""53705  "";""MBG0095"";""2018JJ00"";""    87.5"";""     7.7"""
"""1749"";""A048709"";""T001038"";""53705  "";""MBG0095"";""2019JJ00"";""    87.6"";""     8.1"""
"""1750"";""A048709"";""T001038"";""53705  "";""MBG0095"";""2020JJ00"";""    79.5"";""     3.6"""
"""1751"";""A048709"";""T001038"";""53705  "";""MBG0095"";""2021JJ00"";""    82.0"";""     3.5"""
"""1752"";""A048709"";""T001038"";""53850  "";""MW00000"";""2018JJ00"";""    83.5"";""     6.0"""
"""1753"";""A048709"";""T001038"";""53850  "";""MW00000"";""2019JJ00"";""    82.9"";""     6.0"""
"""1754"";""A048709"";""T001038"";""53850  "";""MW00000"";""2020JJ00"";""    76.8"";""     2.5"""
"""1755"";""A048709"";""T001038"";""53850  "";""MW00000"";""2021JJ00"";""    80.7"";""     2.4"""
"""1756"";""A048709"";""T001038"";""53850  "";""MOG0095"";""2018JJ00"";""    82.6"";""     5.6"""
"""1757"";""A048709"";""T001038"";""53850  "";""MOG0095"";""2019JJ00"";""    81.9"";""     5.6"""
"""1758"";""A048709"";""T001038"";""53850  "";""MOG0095"";""2020JJ00"";""    76.0"";""     2.2"""
"""1759"";""A048709"";""T001038"";""53850  "";""MOG0095"";""2021JJ00"";""    79.9"";""     2.2"""
"""1760"";""A048709"";""T001038"";""53850  "";""MBG0095"";""2018JJ00"";""    84.3"";""     6.5"""
"""1761"";""A048709"";""T001038"";""53850  "";""MBG0095"";""2019JJ00"";""    83.8"";""     6.5"""
"""1762"";""A048709"";""T001038"";""53850  "";""MBG0095"";""2020JJ00"";""    77.6"";""     2.8"""
"""1763"";""A048709"";""T001038"";""53850  "";""MBG0095"";""2021JJ00"";""    81.5"";""     2.7"""
"""1764"";""A048709"";""T001038"";""53925  "";""MW00000"";""2018JJ00"";""    74.9"";""     4.2"""
"""1765"";""A048709"";""T001038"";""53925  "";""MW00000"";""2019JJ00"";""    73.5"";""     4.2"""
"""1766"";""A048709"";""T001038"";""53925  "";""MW00000"";""2020JJ00"";""    67.8"";""     1.6"""
"""1767"";""A048709"";""T001038"";""53925  "";""MW00000"";""2021JJ00"";""    74.3"";""     1.8"""
"""1768"";""A048709"";""T001038"";""53925  "";""MOG0095"";""2018JJ00"";""    73.5"";""     3.6"""
"""1769"";""A048709"";""T001038"";""53925  "";""MOG0095"";""2019JJ00"";""    72.1"";""     3.6"""
"""1770"";""A048709"";""T001038"";""53925  "";""MOG0095"";""2020JJ00"";""    66.6"";""     1.3"""
"""1771"";""A048709"";""T001038"";""53925  "";""MOG0095"";""2021JJ00"";""    73.2"";""     1.5"""
"""1772"";""A048709"";""T001038"";""53925  "";""MBG0095"";""2018JJ00"";""    76.2"";""     4.9"""
"""1773"";""A048709"";""T001038"";""53925  "";""MBG0095"";""2019JJ00"";""    74.8"";""     4.8"""
"""1774"";""A048709"";""T001038"";""53925  "";""MBG0095"";""2020JJ00"";""    69.0"";""     1.9"""
"""1775"";""A048709"";""T001038"";""53925  "";""MBG0095"";""2021JJ00"";""    75.4"";""     2.1"""
"""1776"";""A048709"";""T001038"";""21600  "";""MW00000"";""2018JJ00"";""    59.8"";""     3.2"""
"""1777"";""A048709"";""T001038"";""21600  "";""MW00000"";""2019JJ00"";""    59.4"";""     2.9"""
"""1778"";""A048709"";""T001038"";""21600  "";""MW00000"";""2020JJ00"";""    51.6"";""     1.1"""
"""1779"";""A048709"";""T001038"";""21600  "";""MW00000"";""2021JJ00"";""    59.7"";""     1.2"""
"""1780"";""A048709"";""T001038"";""21600  "";""MOG0095"";""2018JJ00"";""    58.1"";""     2.6"""
"""1781"";""A048709"";""T001038"";""21600  "";""MOG0095"";""2019JJ00"";""    57.8"";""     2.4"""
"""1782"";""A048709"";""T001038"";""21600  "";""MOG0095"";""2020JJ00"";""    50.2"";""     0.8"""
"""1783"";""A048709"";""T001038"";""21600  "";""MOG0095"";""2021JJ00"";""    58.4"";""     0.9"""
"""1784"";""A048709"";""T001038"";""21600  "";""MBG0095"";""2018JJ00"";""    61.5"";""     3.9"""
"""1785"";""A048709"";""T001038"";""21600  "";""MBG0095"";""2019JJ00"";""    61.0"";""     3.5"""
"""1786"";""A048709"";""T001038"";""21600  "";""MBG0095"";""2020JJ00"";""    52.9"";""     1.4"""
"""1787"";""A048709"";""T001038"";""21600  "";""MBG0095"";""2021JJ00"";""    61.0"";""     1.5"""
"""1788"";""A048709"";""T001038"";""1012600"";""MW00000"";""2018JJ00"";""    83.8"";""     7.5"""
"""1789"";""A048709"";""T001038"";""1012600"";""MW00000"";""2019JJ00"";""    83.2"";""     7.5"""
"""1790"";""A048709"";""T001038"";""1012600"";""MW00000"";""2020JJ00"";""    76.5"";""     3.3"""
"""1791"";""A048709"";""T001038"";""1012600"";""MW00000"";""2021JJ00"";""    79.9"";""     3.5"""
"""1792"";""A048709"";""T001038"";""1012600"";""MOG0095"";""2018JJ00"";""    83.3"";""     7.2"""
"""1793"";""A048709"";""T001038"";""1012600"";""MOG0095"";""2019JJ00"";""    82.7"";""     7.2"""
"""1794"";""A048709"";""T001038"";""1012600"";""MOG0095"";""2020JJ00"";""    76.1"";""     3.1"""
"""1795"";""A048709"";""T001038"";""1012600"";""MOG0095"";""2021JJ00"";""    79.5"";""     3.3"""
"""1796"";""A048709"";""T001038"";""1012600"";""MBG0095"";""2018JJ00"";""    84.2"";""     7.8"""
"""1797"";""A048709"";""T001038"";""1012600"";""MBG0095"";""2019JJ00"";""    83.7"";""     7.8"""
"""1798"";""A048709"";""T001038"";""1012600"";""MBG0095"";""2020JJ00"";""    77.0"";""     3.5"""
"""1799"";""A048709"";""T001038"";""1012600"";""MBG0095"";""2021JJ00"";""    80.3"";""     3.7"""
"""1800"";""A048709"";""T001038"";""2012655"";""MW00000"";""2018JJ00"";""    80.7"";""    11.6"""
"""1801"";""A048709"";""T001038"";""2012655"";""MW00000"";""2019JJ00"";""    78.0"";""    12.0"""
"""1802"";""A048709"";""T001038"";""2012655"";""MW00000"";""2020JJ00"";""    67.4"";""     5.3"""
"""1803"";""A048709"";""T001038"";""2012655"";""MW00000"";""2021JJ00"";""    73.4"";""     5.0"""
"""1804"";""A048709"";""T001038"";""2012655"";""MOG0095"";""2018JJ00"";""    79.2"";""    10.6"""
"""1805"";""A048709"";""T001038"";""2012655"";""MOG0095"";""2019JJ00"";""    76.4"";""    11.0"""
"""1806"";""A048709"";""T001038"";""2012655"";""MOG0095"";""2020JJ00"";""    66.0"";""     4.7"""
"""1807"";""A048709"";""T001038"";""2012655"";""MOG0095"";""2021JJ00"";""    72.1"";""     4.5"""
"""1808"";""A048709"";""T001038"";""2012655"";""MBG0095"";""2018JJ00"";""    82.1"";""    12.7"""
"""1809"";""A048709"";""T001038"";""2012655"";""MBG0095"";""2019JJ00"";""    79.5"";""    13.1"""
"""1810"";""A048709"";""T001038"";""2012655"";""MBG0095"";""2020JJ00"";""    68.7"";""     6.0"""
"""1811"";""A048709"";""T001038"";""2012655"";""MBG0095"";""2021JJ00"";""    74.7"";""     5.6"""
"""1812"";""A048709"";""T001038"";""2012657"";""MW00000"";""2018JJ00"";""    75.0"";""    17.0"""
"""1813"";""A048709"";""T001038"";""2012657"";""MW00000"";""2019JJ00"";""    73.7"";""    16.2"""
"""1814"";""A048709"";""T001038"";""2012657"";""MW00000"";""2020JJ00"";""    60.0"";""     7.8"""
"""1815"";""A048709"";""T001038"";""2012657"";""MW00000"";""2021JJ00"";""    68.1"";""     9.8"""
"""1816"";""A048709"";""T001038"";""2012657"";""MOG0095"";""2018JJ00"";""    73.6"";""    15.9"""
"""1817"";""A048709"";""T001038"";""2012657"";""MOG0095"";""2019JJ00"";""    72.3"";""    15.1"""
"""1818"";""A048709"";""T001038"";""2012657"";""MOG0095"";""2020JJ00"";""    58.8"";""     7.2"""
"""1819"";""A048709"";""T001038"";""2012657"";""MOG0095"";""2021JJ00"";""    66.9"";""     9.2"""
"""1820"";""A048709"";""T001038"";""2012657"";""MBG0095"";""2018JJ00"";""    76.4"";""    18.2"""
"""1821"";""A048709"";""T001038"";""2012657"";""MBG0095"";""2019JJ00"";""    75.1"";""    17.2"""
"""1822"";""A048709"";""T001038"";""2012657"";""MBG0095"";""2020JJ00"";""    61.2"";""     8.5"""
"""1823"";""A048709"";""T001038"";""2012657"";""MBG0095"";""2021JJ00"";""    69.2"";""    10.6"""
"""1824"";""A048709"";""T001038"";""1014752"";""MW00000"";""2018JJ00"";""    76.5"";""    13.0"""
"""1825"";""A048709"";""T001038"";""1014752"";""MW00000"";""2019JJ00"";""    73.5"";""    12.8"""
"""1826"";""A048709"";""T001038"";""1014752"";""MW00000"";""2020JJ00"";""    62.5"";""     5.9"""
"""1827"";""A048709"";""T001038"";""1014752"";""MW00000"";""2021JJ00"";""    69.5"";""     7.4"""
"""1828"";""A048709"";""T001038"";""1014752"";""MOG0095"";""2018JJ00"";""    75.3"";""    12.1"""
"""1829"";""A048709"";""T001038"";""1014752"";""MOG0095"";""2019JJ00"";""    72.2"";""    11.9"""
"""1830"";""A048709"";""T001038"";""1014752"";""MOG0095"";""2020JJ00"";""    61.3"";""     5.3"""
"""1831"";""A048709"";""T001038"";""1014752"";""MOG0095"";""2021JJ00"";""    68.3"";""     6.8"""
"""1832"";""A048709"";""T001038"";""1014752"";""MBG0095"";""2018JJ00"";""    77.7"";""    14.0"""
"""1833"";""A048709"";""T001038"";""1014752"";""MBG0095"";""2019JJ00"";""    74.8"";""    13.8"""
"""1834"";""A048709"";""T001038"";""1014752"";""MBG0095"";""2020JJ00"";""    63.7"";""     6.5"""
"""1835"";""A048709"";""T001038"";""1014752"";""MBG0095"";""2021JJ00"";""    70.6"";""     8.0"""
"""1836"";""A048709"";""T001038"";""1014753"";""MW00000"";""2018JJ00"";""    75.7"";""     7.8"""
"""1837"";""A048709"";""T001038"";""1014753"";""MW00000"";""2019JJ00"";""    75.4"";""     7.5"""
"""1838"";""A048709"";""T001038"";""1014753"";""MW00000"";""2020JJ00"";""    66.5"";""     3.7"""
"""1839"";""A048709"";""T001038"";""1014753"";""MW00000"";""2021JJ00"";""    72.5"";""     4.6"""
"""1840"";""A048709"";""T001038"";""1014753"";""MOG0095"";""2018JJ00"";""    74.6"";""     7.2"""
"""1841"";""A048709"";""T001038"";""1014753"";""MOG0095"";""2019JJ00"";""    74.3"";""     6.9"""
"""1842"";""A048709"";""T001038"";""1014753"";""MOG0095"";""2020JJ00"";""    65.5"";""     3.3"""
"""1843"";""A048709"";""T001038"";""1014753"";""MOG0095"";""2021JJ00"";""    71.6"";""     4.2"""
"""1844"";""A048709"";""T001038"";""1014753"";""MBG0095"";""2018JJ00"";""    76.8"";""     8.5"""
"""1845"";""A048709"";""T001038"";""1014753"";""MBG0095"";""2019JJ00"";""    76.5"";""     8.2"""
"""1846"";""A048709"";""T001038"";""1014753"";""MBG0095"";""2020JJ00"";""    67.5"";""     4.2"""
"""1847"";""A048709"";""T001038"";""1014753"";""MBG0095"";""2021JJ00"";""    73.5"";""     5.0"""
"""1848"";""A048709"";""T001038"";""1014754"";""MW00000"";""2018JJ00"";""    84.5"";""     8.2"""
"""1849"";""A048709"";""T001038"";""1014754"";""MW00000"";""2019JJ00"";""    83.1"";""     8.7"""
"""1850"";""A048709"";""T001038"";""1014754"";""MW00000"";""2020JJ00"";""    75.2"";""     4.1"""
"""1851"";""A048709"";""T001038"";""1014754"";""MW00000"";""2021JJ00"";""    79.2"";""     4.1"""
"""1852"";""A048709"";""T001038"";""1014754"";""MOG0095"";""2018JJ00"";""    83.6"";""     7.6"""
"""1853"";""A048709"";""T001038"";""1014754"";""MOG0095"";""2019JJ00"";""    82.1"";""     8.1"""
"""1854"";""A048709"";""T001038"";""1014754"";""MOG0095"";""2020JJ00"";""    74.2"";""     3.7"""
"""1855"";""A048709"";""T001038"";""1014754"";""MOG0095"";""2021JJ00"";""    78.4"";""     3.7"""
"""1856"";""A048709"";""T001038"";""1014754"";""MBG0095"";""2018JJ00"";""    85.3"";""     8.9"""
"""1857"";""A048709"";""T001038"";""1014754"";""MBG0095"";""2019JJ00"";""    84.0"";""     9.4"""
"""1858"";""A048709"";""T001038"";""1014754"";""MBG0095"";""2020JJ00"";""    76.1"";""     4.5"""
"""1859"";""A048709"";""T001038"";""1014754"";""MBG0095"";""2021JJ00"";""    80.1"";""     4.5"""
"""1860"";""A048709"";""T001038"";""1014755"";""MW00000"";""2018JJ00"";""    86.3"";""     7.9"""
"""1861"";""A048709"";""T001038"";""1014755"";""MW00000"";""2019JJ00"";""    85.9"";""     8.6"""
"""1862"";""A048709"";""T001038"";""1014755"";""MW00000"";""2020JJ00"";""    79.1"";""     3.6"""
"""1863"";""A048709"";""T001038"";""1014755"";""MW00000"";""2021JJ00"";""    82.1"";""     3.5"""
"""1864"";""A048709"";""T001038"";""1014755"";""MOG0095"";""2018JJ00"";""    85.4"";""     7.4"""
"""1865"";""A048709"";""T001038"";""1014755"";""MOG0095"";""2019JJ00"";""    85.0"";""     8.0"""
"""1866"";""A048709"";""T001038"";""1014755"";""MOG0095"";""2020JJ00"";""    78.3"";""     3.2"""
"""1867"";""A048709"";""T001038"";""1014755"";""MOG0095"";""2021JJ00"";""    81.4"";""     3.2"""
"""1868"";""A048709"";""T001038"";""1014755"";""MBG0095"";""2018JJ00"";""    87.1"";""     8.5"""
"""1869"";""A048709"";""T001038"";""1014755"";""MBG0095"";""2019JJ00"";""    86.8"";""     9.2"""
"""1870"";""A048709"";""T001038"";""1014755"";""MBG0095"";""2020JJ00"";""    79.9"";""     3.9"""
"""1871"";""A048709"";""T001038"";""1014755"";""MBG0095"";""2021JJ00"";""    82.9"";""     3.9"""
"""1872"";""A048709"";""T001038"";""1014756"";""MW00000"";""2018JJ00"";""    86.3"";""     8.6"""
"""1873"";""A048709"";""T001038"";""1014756"";""MW00000"";""2019JJ00"";""    86.2"";""     8.0"""
"""1874"";""A048709"";""T001038"";""1014756"";""MW00000"";""2020JJ00"";""    79.7"";""     3.6"""
"""1875"";""A048709"";""T001038"";""1014756"";""MW00000"";""2021JJ00"";""    81.5"";""     3.3"""
"""1876"";""A048709"";""T001038"";""1014756"";""MOG0095"";""2018JJ00"";""    85.5"";""     8.1"""
"""1877"";""A048709"";""T001038"";""1014756"";""MOG0095"";""2019JJ00"";""    85.2"";""     7.5"""
"""1878"";""A048709"";""T001038"";""1014756"";""MOG0095"";""2020JJ00"";""    79.0"";""     3.3"""
"""1879"";""A048709"";""T001038"";""1014756"";""MOG0095"";""2021JJ00"";""    80.7"";""     3.0"""
"""1880"";""A048709"";""T001038"";""1014756"";""MBG0095"";""2018JJ00"";""    87.2"";""     9.1"""
"""1881"";""A048709"";""T001038"";""1014756"";""MBG0095"";""2019JJ00"";""    87.0"";""     8.6"""
"""1882"";""A048709"";""T001038"";""1014756"";""MBG0095"";""2020JJ00"";""    80.4"";""     3.9"""
"""1883"";""A048709"";""T001038"";""1014756"";""MBG0095"";""2021JJ00"";""    82.2"";""     3.6"""
"""1884"";""A048709"";""T001038"";""2030530"";""MW00000"";""2018JJ00"";""    88.7"";""    40.7"""
"""1885"";""A048709"";""T001038"";""2030530"";""MW00000"";""2019JJ00"";""    86.7"";""    41.1"""
"""1886"";""A048709"";""T001038"";""2030530"";""MW00000"";""2020JJ00"";""    73.5"";""    18.6"""
"""1887"";""A048709"";""T001038"";""2030530"";""MW00000"";""2021JJ00"";""    79.6"";""    23.7"""
"""1888"";""A048709"";""T001038"";""2030530"";""MOG0095"";""2018JJ00"";""    87.0"";""    38.7"""
"""1889"";""A048709"";""T001038"";""2030530"";""MOG0095"";""2019JJ00"";""    84.8"";""    38.9"""
"""1890"";""A048709"";""T001038"";""2030530"";""MOG0095"";""2020JJ00"";""    71.7"";""    17.1"""
"""1891"";""A048709"";""T001038"";""2030530"";""MOG0095"";""2021JJ00"";""    78.1"";""    22.2"""
"""1892"";""A048709"";""T001038"";""2030530"";""MBG0095"";""2018JJ00"";""    90.2"";""    42.9"""
"""1893"";""A048709"";""T001038"";""2030530"";""MBG0095"";""2019JJ00"";""    88.4"";""    43.4"""
"""1894"";""A048709"";""T001038"";""2030530"";""MBG0095"";""2020JJ00"";""    75.2"";""    20.2"""
"""1895"";""A048709"";""T001038"";""2030530"";""MBG0095"";""2021JJ00"";""    81.1"";""    25.3"""
"""1896"";""A048709"";""T001038"";""2030540"";""MW00000"";""2018JJ00"";""    94.1"";""    17.2"""
"""1897"";""A048709"";""T001038"";""2030540"";""MW00000"";""2019JJ00"";""    89.0"";""    19.4"""
"""1898"";""A048709"";""T001038"";""2030540"";""MW00000"";""2020JJ00"";""    81.8"";""       ."""
"""1899"";""A048709"";""T001038"";""2030540"";""MW00000"";""2021JJ00"";""    82.4"";""    16.1"""
"""1900"";""A048709"";""T001038"";""2030540"";""MOG0095"";""2018JJ00"";""    88.0"";""    12.7"""
"""1901"";""A048709"";""T001038"";""2030540"";""MOG0095"";""2019JJ00"";""    83.9"";""    14.6"""
"""1902"";""A048709"";""T001038"";""2030540"";""MOG0095"";""2020JJ00"";""    76.5"";""       ."""
"""1903"";""A048709"";""T001038"";""2030540"";""MOG0095"";""2021JJ00"";""    77.3"";""    12.3"""
"""1904"";""A048709"";""T001038"";""2030540"";""MBG0095"";""2018JJ00"";""    97.2"";""    22.8"""
"""1905"";""A048709"";""T001038"";""2030540"";""MBG0095"";""2019JJ00"";""    92.6"";""    25.4"""
"""1906"";""A048709"";""T001038"";""2030540"";""MBG0095"";""2020JJ00"";""    86.1"";""       ."""
"""1907"";""A048709"";""T001038"";""2030540"";""MBG0095"";""2021JJ00"";""    86.6"";""    20.8"""
"""1908"";""A048709"";""T001038"";""2030550"";""MW00000"";""2018JJ00"";""    82.0"";""     7.5"""
"""1909"";""A048709"";""T001038"";""2030550"";""MW00000"";""2019JJ00"";""    81.1"";""     7.5"""
"""1910"";""A048709"";""T001038"";""2030550"";""MW00000"";""2020JJ00"";""    73.3"";""     3.4"""
"""1911"";""A048709"";""T001038"";""2030550"";""MW00000"";""2021JJ00"";""    77.5"";""     3.4"""
"""1912"";""A048709"";""T001038"";""2030550"";""MOG0095"";""2018JJ00"";""    81.6"";""     7.2"""
"""1913"";""A048709"";""T001038"";""2030550"";""MOG0095"";""2019JJ00"";""    80.7"";""     7.2"""
"""1914"";""A048709"";""T001038"";""2030550"";""MOG0095"";""2020JJ00"";""    72.9"";""     3.2"""
"""1915"";""A048709"";""T001038"";""2030550"";""MOG0095"";""2021JJ00"";""    77.1"";""     3.3"""
"""1916"";""A048709"";""T001038"";""2030550"";""MBG0095"";""2018JJ00"";""    82.4"";""     7.8"""
"""1917"";""A048709"";""T001038"";""2030550"";""MBG0095"";""2019JJ00"";""    81.6"";""     7.8"""
"""1918"";""A048709"";""T001038"";""2030550"";""MBG0095"";""2020JJ00"";""    73.7"";""     3.6"""
"""1919"";""A048709"";""T001038"";""2030550"";""MBG0095"";""2021JJ00"";""    77.9"";""     3.6"""
"""1920"";""A048709"";""T001038"";""2018700"";""MW00000"";""2018JJ00"";""    73.6"";""     5.9"""
"""1921"";""A048709"";""T001038"";""2018700"";""MW00000"";""2019JJ00"";""    72.0"";""     5.5"""
"""1922"";""A048709"";""T001038"";""2018700"";""MW00000"";""2020JJ00"";""    63.7"";""     2.9"""
"""1923"";""A048709"";""T001038"";""2018700"";""MW00000"";""2021JJ00"";""    70.5"";""     3.2"""
"""1924"";""A048709"";""T001038"";""2018700"";""MOG0095"";""2018JJ00"";""    72.6"";""     5.4"""
"""1925"";""A048709"";""T001038"";""2018700"";""MOG0095"";""2019JJ00"";""    71.0"";""     5.0"""
"""1926"";""A048709"";""T001038"";""2018700"";""MOG0095"";""2020JJ00"";""    62.8"";""     2.6"""
"""1927"";""A048709"";""T001038"";""2018700"";""MOG0095"";""2021JJ00"";""    69.6"";""     2.9"""
"""1928"";""A048709"";""T001038"";""2018700"";""MBG0095"";""2018JJ00"";""    74.5"";""     6.4"""
"""1929"";""A048709"";""T001038"";""2018700"";""MBG0095"";""2019JJ00"";""    73.0"";""     5.9"""
"""1930"";""A048709"";""T001038"";""2018700"";""MBG0095"";""2020JJ00"";""    64.7"";""     3.2"""
"""1931"";""A048709"";""T001038"";""2018700"";""MBG0095"";""2021JJ00"";""    71.4"";""     3.6"""
"""1932"";""A048709"";""T001038"";""2018740"";""MW00000"";""2018JJ00"";""    86.0"";""     9.5"""
"""1933"";""A048709"";""T001038"";""2018740"";""MW00000"";""2019JJ00"";""    85.2"";""     9.3"""
"""1934"";""A048709"";""T001038"";""2018740"";""MW00000"";""2020JJ00"";""    77.1"";""     4.3"""
"""1935"";""A048709"";""T001038"";""2018740"";""MW00000"";""2021JJ00"";""    80.6"";""     5.3"""
"""1936"";""A048709"";""T001038"";""2018740"";""MOG0095"";""2018JJ00"";""    85.3"";""     9.0"""
"""1937"";""A048709"";""T001038"";""2018740"";""MOG0095"";""2019JJ00"";""    84.5"";""     8.8"""
"""1938"";""A048709"";""T001038"";""2018740"";""MOG0095"";""2020JJ00"";""    76.4"";""     4.0"""
"""1939"";""A048709"";""T001038"";""2018740"";""MOG0095"";""2021JJ00"";""    79.9"";""     5.0"""
"""1940"";""A048709"";""T001038"";""2018740"";""MBG0095"";""2018JJ00"";""    86.7"";""    10.0"""
"""1941"";""A048709"";""T001038"";""2018740"";""MBG0095"";""2019JJ00"";""    86.0"";""     9.8"""
"""1942"";""A048709"";""T001038"";""2018740"";""MBG0095"";""2020JJ00"";""    77.8"";""     4.6"""
"""1943"";""A048709"";""T001038"";""2018740"";""MBG0095"";""2021JJ00"";""    81.2"";""     5.7"""
"""1944"";""A048709"";""T001038"";""2018790"";""MW00000"";""2018JJ00"";""    87.2"";""    11.3"""
"""1945"";""A048709"";""T001038"";""2018790"";""MW00000"";""2019JJ00"";""    86.5"";""    11.8"""
"""1946"";""A048709"";""T001038"";""2018790"";""MW00000"";""2020JJ00"";""    79.2"";""     4.8"""
"""1947"";""A048709"";""T001038"";""2018790"";""MW00000"";""2021JJ00"";""    81.4"";""     4.6"""
"""1948"";""A048709"";""T001038"";""2018790"";""MOG0095"";""2018JJ00"";""    86.5"";""    10.8"""
"""1949"";""A048709"";""T001038"";""2018790"";""MOG0095"";""2019JJ00"";""    85.7"";""    11.3"""
"""1950"";""A048709"";""T001038"";""2018790"";""MOG0095"";""2020JJ00"";""    78.6"";""     4.5"""
"""1951"";""A048709"";""T001038"";""2018790"";""MOG0095"";""2021JJ00"";""    80.8"";""     4.4"""
"""1952"";""A048709"";""T001038"";""2018790"";""MBG0095"";""2018JJ00"";""    87.8"";""    11.8"""
"""1953"";""A048709"";""T001038"";""2018790"";""MBG0095"";""2019JJ00"";""    87.2"";""    12.4"""
"""1954"";""A048709"";""T001038"";""2018790"";""MBG0095"";""2020JJ00"";""    79.8"";""     5.1"""
"""1955"";""A048709"";""T001038"";""2018790"";""MBG0095"";""2021JJ00"";""    82.0"";""     4.9"""
"""1956"";""A048709"";""T001038"";""2017560"";""MW00000"";""2018JJ00"";""    89.6"";""     7.8"""
"""1957"";""A048709"";""T001038"";""2017560"";""MW00000"";""2019JJ00"";""    87.8"";""     8.4"""
"""1958"";""A048709"";""T001038"";""2017560"";""MW00000"";""2020JJ00"";""    82.7"";""     3.9"""
"""1959"";""A048709"";""T001038"";""2017560"";""MW00000"";""2021JJ00"";""    86.4"";""     4.6"""
"""1960"";""A048709"";""T001038"";""2017560"";""MOG0095"";""2018JJ00"";""    88.7"";""     7.1"""
"""1961"";""A048709"";""T001038"";""2017560"";""MOG0095"";""2019JJ00"";""    86.7"";""     7.6"""
"""1962"";""A048709"";""T001038"";""2017560"";""MOG0095"";""2020JJ00"";""    81.8"";""     3.4"""
"""1963"";""A048709"";""T001038"";""2017560"";""MOG0095"";""2021JJ00"";""    85.5"";""     4.2"""
"""1964"";""A048709"";""T001038"";""2017560"";""MBG0095"";""2018JJ00"";""    90.5"";""     8.6"""
"""1965"";""A048709"";""T001038"";""2017560"";""MBG0095"";""2019JJ00"";""    88.9"";""     9.2"""
"""1966"";""A048709"";""T001038"";""2017560"";""MBG0095"";""2020JJ00"";""    83.7"";""     4.4"""
